customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_monthly_ratio,services_count,contract_payment_interaction,ChurnProbability,ChurnPrediction,RiskLevel
0788-DXBFY,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,No,2.96675176640656,1,One year_Electronic check,0.152515783905983,0,Low Risk
3597-YASZG,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,No,0.670177111822143,5,Two year_Bank transfer (automatic),0.283383518457413,0,Low Risk
3496-LFSZU,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,294.2,No,0.0567375878476937,1,Month-to-month_Electronic check,0.751294553279877,1,High Risk
5242-UOWHD,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,929.2,No,2.21130210263872,1,Two year_Mailed check,0.0899813994765282,0,Low Risk
2482-CZGBB,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,Yes,0.142857140816327,1,Month-to-month_Electronic check,0.709033370018005,1,High Risk
6479-SZPLM,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,754.5,No,1.85089964776866,1,Two year_Credit card (automatic),0.0965974628925323,0,Low Risk
8097-VBQTZ,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9,3883.3,No,0.772532177789239,5,Month-to-month_Mailed check,0.189638808369637,0,Low Risk
4500-HKANN,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2,No,0.385259625037527,3,Two year_Mailed check,0.100160419940948,0,Low Risk
9917-KWRBE,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.35,3211.2,No,0.523292909721852,5,One year_Credit card (automatic),0.235530212521553,0,Low Risk
3420-ZDBMA,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,371.6,No,0.0699790053186983,1,Month-to-month_Mailed check,0.764983832836151,1,High Risk
2212-LYASK,Male,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,No,0.588876759239329,3,One year_Credit card (automatic),0.303441971540451,0,Medium Risk
1393-IMKZG,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,No,0.0104329680706002,4,Month-to-month_Electronic check,0.815193295478821,1,High Risk
8069-RHUXK,Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7,No,1.87675064771007,2,Two year_Credit card (automatic),0.0900895893573761,0,Low Risk
3398-GCPMU,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.55,6448.85,No,0.804020091524064,7,Two year_Credit card (automatic),0.1453458070755,0,Low Risk
2908-WGAXL,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1468.9,No,2.24448888799644,1,Two year_Credit card (automatic),0.0956887155771255,0,Low Risk
3378-AJRAO,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.85,1013.6,No,1.77062367120227,1,One year_Electronic check,0.168004125356674,0,Low Risk
1013-QCWAM,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,No,0.654761898266251,4,Month-to-month_Electronic check,0.659468352794647,1,Medium Risk
0866-QLSIR,Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,Yes,0.52795030236102,4,One year_Mailed check,0.189036518335342,0,Low Risk
6050-FFXES,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.35,7240.65,No,0.65495965206493,5,Two year_Bank transfer (automatic),0.265458017587662,0,Low Risk
7181-BQYBV,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,Yes,0.0097608588603137,5,Month-to-month_Electronic check,0.832112550735474,1,High Risk
0362-RAOQO,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,No,2.03562330607515,1,Two year_Credit card (automatic),0.10119591653347,0,Low Risk
9554-DFKIC,Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,No,0.550964177209106,2,Month-to-month_Bank transfer (automatic),0.282624989748001,0,Low Risk
5527-ACHSO,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,829.3,No,0.156028366581158,4,Month-to-month_Mailed check,0.370208203792572,0,Medium Risk
0829-DDVLK,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,302.45,No,0.746268619588626,1,One year_Credit card (automatic),0.154233083128929,0,Low Risk
1399-UBQIU,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,712.25,No,0.158615715088454,4,Month-to-month_Electronic check,0.579372465610504,1,Medium Risk
1813-JLKWR,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,1336.65,No,3.23232306907459,1,One year_Bank transfer (automatic),0.115726292133331,0,Low Risk
0336-PIKEI,Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,No,0.967741922476587,6,Two year_Bank transfer (automatic),0.11643198877573,0,Low Risk
7322-OCWHC,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05,6735.05,No,0.773777530641832,5,Two year_Bank transfer (automatic),0.158721745014191,0,Low Risk
9537-VHDTA,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,No,0.0195312496185302,2,Month-to-month_Mailed check,0.652244329452515,1,Medium Risk
4957-TIALW,Female,0,No,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),65.6,1010.0,No,0.228658533099718,5,One year_Credit card (automatic),0.234352648258209,0,Low Risk
2054-PJOCK,Female,0,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.55,4847.05,No,0.744878947922049,5,One year_Credit card (automatic),0.216363668441772,0,Low Risk
9150-HEPMB,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,3019.7,No,1.06261857566189,3,One year_Mailed check,0.116334818303585,0,Low Risk
9030-QGZNL,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,No,0.383693027161006,1,Two year_Mailed check,0.110983125865459,0,Low Risk
6204-IEUXJ,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.1,217.55,Yes,0.0374531830530189,3,Month-to-month_Credit card (automatic),0.792579710483551,1,High Risk
3126-WQMGH,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,No,0.939597297419036,1,Month-to-month_Credit card (automatic),0.330213874578476,0,Medium Risk
4529-CKBCL,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,146.05,Yes,0.0249376555494057,2,Month-to-month_Electronic check,0.831824958324432,1,High Risk
2506-CLAKW,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,Yes,0.0611309214352427,6,Month-to-month_Bank transfer (automatic),0.78582501411438,1,High Risk
7176-WRTNX,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,No,0.608960412275247,7,Two year_Bank transfer (automatic),0.342988938093185,0,Medium Risk
1583-IHQZE,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,Yes,0.10624169892659,6,Month-to-month_Mailed check,0.770348906517029,1,High Risk
5732-IKGQH,Male,1,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,No,0.497845854496449,6,One year_Bank transfer (automatic),0.481774628162384,1,Medium Risk
9239-GZHZE,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.65,8124.2,No,0.633523971548403,7,Two year_Credit card (automatic),0.0934197008609772,0,Low Risk
7205-BAIAD,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,No,1.94174747855595,1,Two year_Bank transfer (automatic),0.0928543284535408,0,Low Risk
0151-ONTOV,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,Yes,0.0141043721564968,1,Month-to-month_Mailed check,0.841041088104248,1,High Risk
4140-MUHUG,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,220.95,Yes,0.0345423139373366,3,Month-to-month_Electronic check,0.831665873527527,1,High Risk
0093-EXYQL,Female,1,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,No,0.436919711229714,3,Month-to-month_Electronic check,0.647758424282074,1,Medium Risk
8064-RAVOH,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,49.85,No,0.020060180139214,2,Month-to-month_Electronic check,0.756711184978485,1,High Risk
0219-QAERP,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,No,1.51515143862872,1,One year_Credit card (automatic),0.113527119159698,0,Low Risk
0320-JDNQG,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,Yes,0.230345515970501,5,Month-to-month_Electronic check,0.675696015357971,1,Medium Risk
7180-PISOG,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,Yes,0.0134228186117742,1,Month-to-month_Electronic check,0.868477165699005,1,High Risk
9168-INPSZ,Female,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.15,4495.65,No,0.422467590758833,5,Month-to-month_Electronic check,0.655820071697235,1,Medium Risk
3571-RFHAR,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,Yes,0.595510759546397,6,Month-to-month_Electronic check,0.563625454902649,1,Medium Risk
0015-UOCOJ,Female,1,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,No,0.145228212754601,2,Month-to-month_Electronic check,0.622617423534393,1,Medium Risk
5334-AFQJB,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,No,2.86852578213045,1,Two year_Credit card (automatic),0.101254045963287,0,Low Risk
2754-SDJRD,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,No,0.079880178932799,4,Month-to-month_Credit card (automatic),0.835091888904572,1,High Risk
9578-VRMNM,Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,Yes,0.24539876924235,3,Month-to-month_Credit card (automatic),0.458765953779221,1,Medium Risk
1587-FKLZB,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Yes,0.663316576248075,4,Month-to-month_Credit card (automatic),0.542338073253632,1,Medium Risk
6140-QNRQQ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55,Yes,0.0139762401959994,1,Month-to-month_Mailed check,0.845050632953644,1,High Risk
8963-JLGJT,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.9,157.55,No,0.0536672620095302,3,Month-to-month_Mailed check,0.610050797462463,1,Medium Risk
4307-KTUMW,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.9,5029.2,Yes,0.564430238930455,4,Month-to-month_Electronic check,0.575794756412506,1,Medium Risk
1465-LNTLJ,Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,No,0.124223600555534,4,Month-to-month_Credit card (automatic),0.44167947769165,1,Medium Risk
5440-FLBQG,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.4,7318.2,Yes,0.636531359441593,6,Two year_Bank transfer (automatic),0.428416699171066,1,Medium Risk
2135-DQWAQ,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.3,420.45,No,0.058616646440602,3,Month-to-month_Mailed check,0.82864236831665,1,High Risk
4056-QHXHZ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.45,7576.7,No,0.670079100324997,6,Two year_Mailed check,0.17122446000576,0,Low Risk
7470-MCQTK,Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,Yes,0.266666661196581,3,Month-to-month_Bank transfer (automatic),0.473494321107864,1,Medium Risk
7488-MXJIV,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,321.65,Yes,0.0467016923911069,2,Month-to-month_Electronic check,0.846198081970215,1,High Risk
7401-JIXNM,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965.0,No,0.591456729556881,7,Two year_Credit card (automatic),0.116174124181271,0,Low Risk
9339-FIIJL,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,No,0.837696325332213,6,Two year_Bank transfer (automatic),0.106166169047356,0,Low Risk
2027-FECZV,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,Yes,0.112464853678867,5,Month-to-month_Electronic check,0.805227816104889,1,High Risk
2672-DZUOY,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,25.15,Yes,0.0397614298305594,0,Month-to-month_Electronic check,0.778607249259949,1,High Risk
4706-DGAHW,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,No,0.022123893315843,1,Month-to-month_Electronic check,0.77427738904953,1,High Risk
3870-MQAMG,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.35,5893.15,Yes,0.489352057187566,6,One year_Electronic check,0.498654067516327,1,Medium Risk
6670-MFRPK,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.2,5420.65,No,0.871212110211968,2,Two year_Credit card (automatic),0.124911934137344,0,Low Risk
6177-PEVRA,Female,0,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),55.5,2627.35,No,0.864864849281714,3,Two year_Credit card (automatic),0.112383276224136,0,Low Risk
4800-CZMPC,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.25,5037.55,Yes,0.464891036659651,5,One year_Credit card (automatic),0.432118982076645,1,Medium Risk
4813-HQMGZ,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,No,0.0886426582975882,3,Month-to-month_Electronic check,0.823938429355621,1,High Risk
7579-KKLOE,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25,6589.6,No,0.778082183253894,7,Two year_Mailed check,0.120233990252018,0,Low Risk
7377-DMMRI,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.8,92.45,Yes,0.0418410033087656,2,Month-to-month_Electronic check,0.723106145858765,1,High Risk
8402-EIVQS,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.9,6733.15,No,0.664023779345651,5,One year_Credit card (automatic),0.366302728652954,0,Medium Risk
4947-DSMXK,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,No,0.348004090603848,4,Month-to-month_Bank transfer (automatic),0.607991576194763,1,Medium Risk
7245-NIIWQ,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,199.85,No,0.0429491761925672,1,Month-to-month_Electronic check,0.766662299633026,1,High Risk
0002-ORFBO,Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,65.6,593.3,No,0.13719511985983,4,One year_Mailed check,0.307196259498596,0,Medium Risk
3324-OIRTO,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,No,0.678451976316751,6,One year_Bank transfer (automatic),0.287942111492157,0,Low Risk
5414-OFQCB,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),90.45,5229.8,No,0.630182414260006,3,Two year_Credit card (automatic),0.115196764469147,0,Low Risk
4967-WPNCF,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.7,4464.8,No,1.13029825541133,6,Two year_Bank transfer (automatic),0.091907799243927,0,Low Risk
8552-OBVRU,Female,1,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.5,5068.05,No,0.459330139145166,6,Month-to-month_Electronic check,0.568041980266571,1,Medium Risk
8499-BRXTD,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,401.85,No,0.895522343506351,1,One year_Mailed check,0.143141210079193,0,Low Risk
9154-QDGTH,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.3,4451.85,No,0.412272287514168,5,One year_Credit card (automatic),0.525844037532806,1,Medium Risk
8197-BFWVU,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.95,No,0.772117954186403,7,Two year_Bank transfer (automatic),0.162141084671021,0,Low Risk
2577-GVSIL,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.45,2661.1,No,0.476514629319066,4,One year_Bank transfer (automatic),0.324509352445602,0,Medium Risk
9367-OIUXP,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,73.05,No,0.193236705640739,1,Month-to-month_Mailed check,0.346423596143723,0,Medium Risk
6770-UAYGJ,Female,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,1211.65,No,1.94059398255073,1,Two year_Mailed check,0.0934755355119705,0,Low Risk
6463-HHXJR,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5,7030.65,No,0.706467654662013,5,Two year_Bank transfer (automatic),0.179709509015083,0,Low Risk
7928-VJYAB,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,1020.2,No,0.121412802191912,3,Month-to-month_Electronic check,0.739689826965332,1,High Risk
1187-WILMM,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.4,5597.65,No,0.704697978694653,7,Two year_Credit card (automatic),0.0899789556860924,0,Low Risk
9776-OJUZI,Female,1,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.45,6223.3,No,0.680984801665953,4,Month-to-month_Bank transfer (automatic),0.486209869384766,1,Medium Risk
1306-RPWXZ,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.45,1024.65,No,2.39608790239179,1,Two year_Credit card (automatic),0.0954315736889839,0,Low Risk
8949-JTMAY,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,Yes,0.294117644075886,4,Month-to-month_Credit card (automatic),0.643483877182007,1,Medium Risk
2774-LVQUS,Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.05,1258.3,Yes,0.180614085724093,3,Month-to-month_Electronic check,0.753117084503174,1,High Risk
3097-PYWXL,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.95,82.9,No,0.200501243082644,1,Month-to-month_Electronic check,0.479442059993744,1,Medium Risk
2266-SJNAT,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),109.15,7789.6,No,0.659642687497548,6,One year_Credit card (automatic),0.420323759317398,1,Medium Risk
0869-PAPRP,Female,1,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.7,2067.0,No,0.303383893776151,3,Month-to-month_Credit card (automatic),0.625377893447876,1,Medium Risk
4238-JSSWH,Female,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.05,3452.55,No,0.342969129417255,4,Month-to-month_Bank transfer (automatic),0.565613746643066,1,Medium Risk
2972-YDYUW,Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,94.7,5468.95,No,0.601900732820478,4,One year_Electronic check,0.33635938167572,0,Medium Risk
1104-FEJAM,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.4,1802.15,No,0.43478260194437,3,Month-to-month_Electronic check,0.385004252195358,0,Medium Risk
2809-ILCYT,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.8,733.55,No,0.932835786088217,1,One year_Mailed check,0.154361233115196,0,Low Risk
5499-ECUTN,Female,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.05,3021.45,No,0.711582123973019,4,One year_Credit card (automatic),0.159551873803139,0,Low Risk
4981-FLTMF,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,No,0.874233115425872,4,Month-to-month_Bank transfer (automatic),0.219018489122391,0,Low Risk
9121-PHQSR,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.05,1391.15,No,0.188124630357147,2,Month-to-month_Credit card (automatic),0.704690396785736,1,High Risk
3113-IWHLC,Male,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.8,274.35,No,0.0896057331611875,3,Month-to-month_Mailed check,0.521195232868195,1,Medium Risk
3211-ILJTT,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,1214.05,Yes,0.241477269297198,1,Month-to-month_Bank transfer (automatic),0.571166932582855,1,Medium Risk
4612-THJBS,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.75,5510.65,Yes,0.534606200146957,5,One year_Bank transfer (automatic),0.548076629638672,1,Medium Risk
4277-BWBML,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1322.85,No,3.6090223754876,1,Two year_Bank transfer (automatic),0.0845571905374527,0,Low Risk
4094-NSEDU,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1973.75,Yes,0.222811668723484,3,Month-to-month_Electronic check,0.76202392578125,1,High Risk
